02-11 23:35:24.827 14325 14325 I Finsky  : [2] VerifyApps: Install-time verification requested for package com.sokol.MediaPipeTest, PackageManager id = 45, Verifier id = d34436c0-6fe8-4f35-bce0-3f3e34abfe47
02-11 23:35:24.831  9500  9500 I GOS:GameServiceReceiver:  PkgInstallStarted for com.sokol.MediaPipeTest UserID : 0
02-11 23:35:24.839  9500 21087 I GOS:MainIntentService: onHandleIntent(). type(PACKAGE_CHANGED), changeType(INSTALL_STARTED), pkgName(com.sokol.MediaPipeTest)
02-11 23:35:24.839  9500 21087 I GOS:SystemEventReactor: onPackageInstallStarted(). packageName: com.sokol.MediaPipeTest
02-11 23:35:24.839  9500 21087 I GOS:SystemEventReactor: addPkgDataFromServer(), packageName : com.sokol.MediaPipeTest
02-11 23:35:24.854 14325 21086 I Finsky  : [1335] VerifyApps: Anti-malware verification task started for package=com.sokol.MediaPipeTest
02-11 23:35:24.881  9500 21087 I GOS:NetworkConnector: getSinglePkg(), packageName : com.sokol.MediaPipeTest
02-11 23:35:24.893 14325 21086 I Finsky  : [1335] VerifyApps: chooseScanResult for package=com.sokol.MediaPipeTest with timeout=15000ms
02-11 23:35:24.894 14325 14368 I Finsky  : [946] VerifyApps: Starting APK Analysis scan for com.sokol.MediaPipeTest.
02-11 23:35:24.894 14325 14368 I Finsky  : [946] Scanning package com.sokol.MediaPipeTest contents with client side protections. File: [f1dRF7nnlVO2kXBDoexMXwJd7M2HzKwvqdRNagKNZlM]
02-11 23:35:25.030 14325 21108 I Finsky  : [1339] VerifyApps: Verification package=com.sokol.MediaPipeTest, id=45, response=0, upload_requested=false, enable_ecm=false
02-11 23:35:25.034 14325 21108 I Finsky  : [1339] VerifyApps: PAM result saving to datastore delayed for package: com.sokol.MediaPipeTest
02-11 23:35:25.116 14325 14367 I Finsky  : [945] VerifyApps: APK Analysis scan finished for com.sokol.MediaPipeTest. Verdict: SAFE
02-11 23:35:25.116 14325 21086 I Finsky  : [1335] VerifyApps: ScanResultPicker returned for package=com.sokol.MediaPipeTest: SAFE
02-11 23:35:25.117 14325 21086 I Finsky  : [1335] VerifyApps: chooseScanResult returning verdict SAFE for package=com.sokol.MediaPipeTest
02-11 23:35:25.123  1527  1603 I PackageManager:           pkg{com.sokol.MediaPipeTest}
02-11 23:35:25.123 14325 14325 I Finsky  : [2] VerifyApps: Install-time verification complete: id=45, package_name=com.sokol.MediaPipeTest
02-11 23:35:25.293  1527  5213 I WindowManager: WIN DEATH: Window{c9a5ec0 u0 com.sokol.MediaPipeTest/com.sokol.app.SokolNativeActivity}
02-11 23:35:25.293  1527  5213 W InputManager-JNI: Input channel object 'c9a5ec0 com.sokol.MediaPipeTest/com.sokol.app.SokolNativeActivity (client)' was disposed without first being removed with the input manager!
02-11 23:35:25.293  1527  5213 V WindowManager: Remove Window{c9a5ec0 u0 com.sokol.MediaPipeTest/com.sokol.app.SokolNativeActivity}: mSurfaceController=Surface(name=com.sokol.MediaPipeTest/com.sokol.app.SokolNativeActivity$_20975)/@0x5d469b9 mAnimatingExit=false mRemoveOnExit=false mHasSurface=true surfaceShowing=true animating=false app-animation=false mDisplayFrozen=false callers=com.android.server.wm.WindowState$DeathRecipient.binderDied:3695 android.os.IBinder$DeathRecipient.binderDied:325 android.os.BinderProxy.sendDeathNotice:781 <bottom of call stack> <bottom of call stack> <bottom of call stack> 
02-11 23:35:25.297  1527  5213 W WindowManager: Failed to deliver inset control state change to w=Window{c9a5ec0 u0 com.sokol.MediaPipeTest/com.sokol.app.SokolNativeActivity EXITING}
02-11 23:35:25.300  1527  3813 D InputDispatcher: Focus left window (0): c9a5ec0 com.sokol.MediaPipeTest/com.sokol.app.SokolNativeActivity
02-11 23:35:25.321  1527  1602 D PackageManager: isLocaleOptimizedPackage() -  Non optimized app: com.sokol.MediaPipeTest. Proceed with normal install
02-11 23:35:25.321  1527  1602 I AppsFilter: interaction: PackageSetting{52ea074 com.google.android.filament.gltf/10217} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.321  1527  1602 I AppsFilter: interaction: PackageSetting{1e9ae12 com.example.gotdottest/10267} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.321  1527  1602 I AppsFilter: interaction: PackageSetting{774c9e3 com.example.gtaminigame/10319} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.321  1527  1602 I AppsFilter: interaction: PackageSetting{acf4fe0 com.example.yourfirst3dgamewithgodot4gdquest/10214} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.321  1527  1602 I AppsFilter: interaction: PackageSetting{bdb7299 com.google.android.filament.litcube/10265} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.321  1527  1602 I AppsFilter: interaction: PackageSetting{4b0995e com.example.gltfdebug/10411} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.321  1527  1602 I AppsFilter: interaction: PackageSetting{aa0213f com.example.gles2test/10329} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.321  1527  1602 I AppsFilter: interaction: PackageSetting{6098a0c com.elix22.controlloer3d/10286} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.321  1527  1602 I AppsFilter: interaction: PackageSetting{b679f55 com.elix22.runner/10269} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.321  1527  1602 I AppsFilter: interaction: PackageSetting{e68ed6a com.example.godoteasyvehiclephysics/10299} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.321  1527  1602 I AppsFilter: interaction: PackageSetting{4ff925b com.elix22.lights/10235} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.321  1527  1602 I AppsFilter: interaction: PackageSetting{ccb3af8 com.example.roborampage/10330} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.321  1527  1602 I AppsFilter: interaction: PackageSetting{24fdbd1 com.example.godotroadgenerator/10311} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.321  1527  1602 I AppsFilter: interaction: PackageSetting{5a07636 com.elix22.platform3d/10260} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.321  1527  1602 I AppsFilter: interaction: PackageSetting{d1af937 com.elix22.spatialshaders/10215} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.321  1527  1602 I AppsFilter: interaction: PackageSetting{3f50ea4 org.godotengine.platformer3d/10252} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.321  1527  1602 I AppsFilter: interaction: PackageSetting{a5640d org.elix22.testsokol/10289} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.321  1527  1602 I AppsFilter: interaction: PackageSetting{9f5bfc2 com.elix22.pumpkin/10280} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.321  1527  1602 I AppsFilter: interaction: PackageSetting{1bf1d3 com.example.cardemo/10301} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.321  1527  1602 I AppsFilter: interaction: PackageSetting{cdb1c98 org.libsdl.app/10617} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.321  1527  1602 I AppsFilter: interaction: PackageSetting{bc67110 Demo5.Android.Demo5.Android/10401} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.322  1527  1602 I AppsFilter: interaction: PackageSetting{c513409 com.example.godotcpptemplate/10321} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.322  1527  1602 I AppsFilter: interaction: PackageSetting{464160e com.elix22.croptails/10283} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.322  1527  1602 I AppsFilter: interaction: PackageSetting{a29d82f com.elix22.common_techniques/10270} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.322  1527  1602 I AppsFilter: interaction: PackageSetting{7098e3c com.example.gdextensionsummator/10310} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.322  1527  1602 I AppsFilter: interaction: PackageSetting{6d007c5 com.google.android.filament.livewallpaper/10236} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.322  1527  1602 I AppsFilter: interaction: PackageSetting{4f851a com.elix22.instancing/10481} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.322  1527  1602 I AppsFilter: interaction: PackageSetting{885c84b com.example.genname/10244} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.322  1527  1602 I AppsFilter: interaction: PackageSetting{8ff5228 com.elix22.shapes_transform/10522} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.322  1527  1602 I AppsFilter: interaction: PackageSetting{45778ce com.google.mediapipe.examples.facelandmarker/10616} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.322  1527  1602 I AppsFilter: interaction: PackageSetting{2ae5b41 com.google.android.filament.hellocamera/10264} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.322  1527  1602 I AppsFilter: interaction: PackageSetting{950d8e6 com.elix22.joltexamples/10282} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.322  1527  1602 I AppsFilter: interaction: PackageSetting{1669e27 com.example.kenneyassetstesting/10382} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.322  1527  1602 I AppsFilter: interaction: PackageSetting{60b68d4 com.example.godotgta/10323} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.322  1527  1602 I AppsFilter: interaction: PackageSetting{4c46a7d com.example.firstpersoncontroller/10326} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.322  1527  1602 I AppsFilter: interaction: PackageSetting{9c19d72 com.example.parkour/10331} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.322  1527  1602 I AppsFilter: interaction: PackageSetting{d94f5c3 com.google.android.filament.streamtest/10218} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.322  1527  1602 I AppsFilter: interaction: PackageSetting{3203e40 com.example.tpsdemo/10314} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.322  1527  1602 I AppsFilter: interaction: PackageSetting{6081ebe com.google.android.filament.multiview/10262} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.322  1527  1602 I AppsFilter: interaction: PackageSetting{fc72b1f com.example.godotbipedtutorial/10294} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.322  1527  1602 I AppsFilter: interaction: PackageSetting{feafe6c com.example.terrain3d/10332} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.322  1527  1602 I AppsFilter: interaction: PackageSetting{41b6c35 com.elix22.minisoccer/10284} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.322  1527  1602 I AppsFilter: interaction: PackageSetting{a368ca com.elix22.starterkit_platformer3d/10271} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.322  1527  1602 I AppsFilter: interaction: PackageSetting{5bd5a3b com.elix22.boss/10298} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.322  1527  1602 I AppsFilter: interaction: PackageSetting{7bf9558 com.example.firstpersonshootergame/10324} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.322  1527  1602 I AppsFilter: interaction: PackageSetting{62396b1 com.brackeys.game3d/10263} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.322  1527  1602 I AppsFilter: interaction: PackageSetting{2f74796 com.elix22.urhobuilder/10297} -> PackageSetting{33dd283 com.sokol.MediaPipeTest/10618} BLOCKED
02-11 23:35:25.324  1527  1545 V ActivityManager: Got obituary of 20975:com.sokol.MediaPipeTest
02-11 23:35:25.341  1527  1602 I ActivityManager: Force stopping com.sokol.MediaPipeTest appid=10618 user=0: pkg removed
02-11 23:35:25.341  1527  1602 I WindowManager:   Force removing ActivityRecord{6f4fe70 u0 com.sokol.MediaPipeTest/com.sokol.app.SokolNativeActivity t801 f} isExiting}
02-11 23:35:25.341  1527  1602 W WindowManager: removeAppToken: Attempted to remove non-existing token: Token{d83919c ActivityRecord{6f4fe70 u0 com.sokol.MediaPipeTest/com.sokol.app.SokolNativeActivity t801 f} isExiting}}
02-11 23:35:25.367  1527  1618 D OverlayManager: reconcileSettingsForPackage pkgName=com.sokol.MediaPipeTest userId=0
02-11 23:35:25.367  1527  1618 I OverlayManager: updateOverlaysForTarget() called with: targetPackage = [com.sokol.MediaPipeTest], userId = [0], flags = [2]
02-11 23:35:25.368  1527  1551 V WindowManager: Start calculating TransitionInfo based on participants: {ActivityRecord{448f929 u0 com.sec.android.app.launcher/.activities.LauncherActivity t726}, ActivityRecord{6f4fe70 u0 com.sokol.MediaPipeTest/com.sokol.app.SokolNativeActivity t801 f} isExiting}, Task{9c64d0f #801 type=standard A=10618:com.sokol.MediaPipeTest}, WallpaperWindowToken{b634b06 token=android.os.Binder@bd8c1e1}}
02-11 23:35:25.368  1527  1551 V WindowManager:   Final targets: [Task{9c64d0f #801 type=standard A=10618:com.sokol.MediaPipeTest}, Task{7fff4c4 #1 type=home}]
02-11 23:35:25.372  1527  1557 I SGM:GameManager: PkgUpdateReceiver, onPackageRemoved : com.sokol.MediaPipeTest userHandle : UserHandle{0} userID : 0
02-11 23:35:25.373  1527  1673 D SGM:GosNotifyThread: notifyPackageChangedToGos(), before send intent to GOS. type:15, changeType: 1, pkgName:com.sokol.MediaPipeTest, userHandleId:0
02-11 23:35:25.391  1527  1551 V WindowManager:         {WCT{RemoteToken{4ba2094 Task{9c64d0f #801 type=standard A=10618:com.sokol.MediaPipeTest}}} m=CLOSE f=NONE leash=Surface(name=Task=801)/@0x15d5aa6 sb=Rect(0, 0 - 1920, 1200) eb=Rect(0, 0 - 1920, 1200) d=0 inset=Rect(0, 0 - 0, 0)},
02-11 23:35:25.392  1527  1557 D MetaDataCollector: onReceive: done pkgName=com.sokol.MediaPipeTest
02-11 23:35:25.393  1527  1547 V WindowManager: Sent Transition #250 createdAt=02-11 23:35:25.159 via request=TransitionRequestInfo { type = CLOSE, triggerTask = TaskInfo{userId=0 taskId=801 displayId=0 isRunning=false baseIntent=Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.sokol.MediaPipeTest/com.sokol.app.SokolNativeActivity } baseActivity=null topActivity=null origActivity=null realActivity=ComponentInfo{com.sokol.MediaPipeTest/com.sokol.app.SokolNativeActivity} numActivities=0 lastActiveTime=715116980 supportsMultiWindow=true resizeMode=1 isResizeable=true minWidth=-1 minHeight=-1 maxWidth=-1 maxHeight=-1 defaultMinSize=220 token=WCT{RemoteToken{4ba2094 Task{9c64d0f #801 type=standard A=10618:com.sokol.MediaPipeTest}}} topActivityType=1 pictureInPictureParams=null shouldDockBigOverlays=false launchIntoPipHostTaskId=-1 lastParentTaskIdBeforePip=-1 displayCutoutSafeInsets=null topActivityInfo=null launchCookies=[] positionInParent=Point(0, 0) parentTaskId=-1 isFocused=true isVisible=true isVisibleRequested=true isSleeping=false topActivityInSizeCompat=false topActivityEligibleForLetterboxEducation= false topActivityLetterboxed= false isFromDoubleTap= false topActivityLetterboxVerticalPosition= -1 topActivityLetterboxHorizontalPosition= -1 topActivityLetterboxWidth=-1 topActivityLetterboxHeight=-1 locusId=null displayAreaFeatureId=1 cameraCompatControlState=hidden originallySupportedMultiWindow=true hasWallpaper=false topActivityInFixedAspectRatio=false rootAffinity=10618:com.sokol.MediaPipeTest topActivityInDisplayCompat=false topActivityInBoundsCompat=false topActivityBounds=null singleTapFromLetterbox=false isTopTaskInStage=false CoverLauncherWidgetTask=false CoverScreenTask=false isAllowedSeamlessRotation=false isTopTransparentActivity=false hasPopOver=false}, remoteTransition = null, displayChange = null }
02-11 23:35:25.393  2043  2043 I VvmPkgInstalledRcvr: packageName: com.sokol.MediaPipeTest, systemDialer: com.samsung.android.dialer
02-11 23:35:25.394  1527  1547 V WindowManager:         {WCT{RemoteToken{4ba2094 Task{9c64d0f #801 type=standard A=10618:com.sokol.MediaPipeTest}}} m=CLOSE f=NONE leash=Surface(name=Task=801)/@0x15d5aa6 sb=Rect(0, 0 - 1920, 1200) eb=Rect(0, 0 - 1920, 1200) d=0 inset=Rect(0, 0 - 0, 0)},
02-11 23:35:25.409  2060  2060 D Navbar.Store: handleEvent(0) OnPackageRemoved(packageName=com.sokol.MediaPipeTest) [Module] NavBarStoreImpl
02-11 23:35:25.410  2060  2060 D FaceWidgetMusicViewModel: onPackageRemoved() pkg = com.sokol.MediaPipeTest, r = true
02-11 23:35:25.410  2060  2060 D FaceWidgetMetadataParser: removePackage() key = com.sokol.MediaPipeTest
02-11 23:35:25.435  1527  1547 D LocationManagerService: package com.sokol.MediaPipeTest reset
02-11 23:35:25.436  1527  1646 D SEP_UNION_SemDeviceInfoManagerService: Package com.sokol.MediaPipeTest is removed on User 0 
02-11 23:35:25.437  1527  1527 I Telecom : CarModeTracker: Package com.sokol.MediaPipeTest is not tracked.: SSH.oR@A+8
02-11 23:35:25.437  1527  1557 D LauncherAppsService: Calling onPackageRemoved: com.sokol.MediaPipeTest, EXTRA_REPLACING: true
02-11 23:35:25.438  1527  2044 I Pageboost: remove app @ runtime : com.sokol.MediaPipeTest
02-11 23:35:25.448  1154  1154 I Layer   : fillInputInfo layer:com.sokol.MediaPipeTest/com.sokol.app.SokolNativeActivity$_20975#3136, visible=0 (hasInputInfo:1, isHidden:0, alpha:0.000000, parent:c9a5ec0 com.sokol.MediaPipeTest/com.sokol.app.SokolNativeActivity#3135,parenthidden:0, parentalpha:0.000000, mBuffer:1, mSidebandStream:0,hasSomethingToDraw:1, hasEffect:0, fillsColor:0, drawShadows:0, hasBlur:0)
02-11 23:35:25.457  1527  1618 D OverlayManager: reconcileSettingsForPackage pkgName=com.sokol.MediaPipeTest userId=0
02-11 23:35:25.457  1527  1618 I OverlayManager: updateOverlaysForTarget() called with: targetPackage = [com.sokol.MediaPipeTest], userId = [0], flags = [0]
02-11 23:35:25.461  1527  1679 W PackageConfigPersister: App-specific configuration not found for packageName: com.sokol.MediaPipeTest and userId: 0
02-11 23:35:25.462  1527  1527 D DevicePolicyManager:  handle packages changed  setCrossProfileAppToIgnored com.sokol.MediaPipeTest 0
02-11 23:35:25.464  1527  1880 I AppWidgetServiceImpl: Received broadcast: android.intent.action.PACKAGE_ADDED, Updates all providers with com.sokol.MediaPipeTest, userId: 0
02-11 23:35:25.464  1527  1527 W AlarmManager: Package com.sokol.MediaPipeTest, uid 10618 lost permission to set exact alarms!
02-11 23:35:25.468  1527  1547 I CDM_CompanionDeviceManagerService: onPackageModified() u0/com.sokol.MediaPipeTest
02-11 23:35:25.468  1527  1944 I SdkSandboxManager: No SDKs used. Skipping SDK data reconcilation for CallingInfo{mUid=10618, mPackageName='com.sokol.MediaPipeTest, mAppProcessToken='null'}
02-11 23:35:25.470  2043  2043 D CarrierSvcBindHelper: onPackageUpdateFinished: com.sokol.MediaPipeTest
02-11 23:35:25.471  2043  2043 D CarrierSvcBindHelper: onPackageModified: com.sokol.MediaPipeTest
02-11 23:35:25.471  1527  1527 D SGM:GameManager: identifyGamePackage. com.sokol.MediaPipeTest, mCurrentUserId: 0, callerUserId: 0, callingMethodInfo: com.samsung.android.game.SemGameManager.isGamePackage(SemGameManager.java:109)
02-11 23:35:25.472  1527  1527 D SGM:PkgDataHelper: getGamePkgData(). com.sokol.MediaPipeTest
02-11 23:35:25.472  1527  1527 D SGM:SemGameManager: isGamePackage(), pkgName=com.sokol.MediaPipeTest, ret=false
02-11 23:35:25.472  2043  2242 D ImsResolver: maybeAddedImsService, packageName: com.sokol.MediaPipeTest
02-11 23:35:25.475  1527  1928 D SGM:GameManager: identifyGamePackage. com.sokol.MediaPipeTest, mCurrentUserId: 0, callerUserId: 0, callingMethodInfo: com.samsung.android.game.SemGameManager.isGamePackage(SemGameManager.java:109)
02-11 23:35:25.475  1527  1928 D SGM:PkgDataHelper: getGamePkgData(). com.sokol.MediaPipeTest
02-11 23:35:25.475  1527  1928 D SGM:SemGameManager: isGamePackage(), pkgName=com.sokol.MediaPipeTest, ret=false
02-11 23:35:25.477  1154  1746 I SurfaceFlinger: id=3139 Removed Surface(name=c9a5ec0 com.sokol.MediaPipeTest/com.sokol.app.SokolNativeActivity)/@0xc692997 - animation-leash of starting_reveal#3139 (111)
02-11 23:35:25.478  2060  2069 W ndroid.systemui: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~d-x9Evx8z7bWtXVttXxcDA==/com.sokol.MediaPipeTest-oElaLg0F8Mb6OdDquKuDQA==/base.apk' with 1 weak references
02-11 23:35:25.478  2060  2069 W ndroid.systemui: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~d-x9Evx8z7bWtXVttXxcDA==/com.sokol.MediaPipeTest-oElaLg0F8Mb6OdDquKuDQA==/split_config.arm64_v8a.apk' with 1 weak references
02-11 23:35:25.478  1527  1527 I Telecom:SamsungOpenCommunicationPlatformPolicyPackageBroadcastReceiver: action : android.intent.action.PACKAGE_ADDED / packageName : com.sokol.MediaPipeTest
02-11 23:35:25.481  1154  1154 I Layer   : id=3139 Destroyed Surface(name=c9a5ec0 com.sokol.MediaPipeTest/com.sokol.app.SokolNativeActivity)/@0xc692997 - animation-leash of starting_reveal#3139
02-11 23:35:25.482  9612  9612 I SafetyLabelChangedBroadcastReceiver: received broadcast packageName: com.sokol.MediaPipeTest, current user: UserHandle{0}, packageChangeEvent: UPDATE, intent user: UserHandle{0}
02-11 23:35:25.496  9500 21087 I GOS:NetworkConnector: doDirectly(), Response isSuccessful, responseCode: 200, URL: PRD_GET/v4/packages/com.sokol.MediaPipeTest, response: {"pkg_name":"com.sokol.MediaPipeTest", "pkg_type":"undefined"}
02-11 23:35:25.496  2043  2043 I VvmPkgInstalledRcvr: packageName: com.sokol.MediaPipeTest, systemDialer: com.samsung.android.dialer
02-11 23:35:25.496  9500 21087 I GOS:NetworkConnector: getSinglePkg(), request: PRD_GET/v4/packages/com.sokol.MediaPipeTest
02-11 23:35:25.496  9500 21087 I GOS:NetworkConnector:  v4PkgResponse: {"pkg_name":"com.sokol.MediaPipeTest", "pkg_type":"undefined"}
02-11 23:35:25.496  1527  2044 D SGM:GameManager: identifyGamePackage. com.sokol.MediaPipeTest, mCurrentUserId: 0, callerUserId: 0, callingMethodInfo: com.samsung.android.game.SemGameManager.isGamePackage(SemGameManager.java:109)
02-11 23:35:25.496  1527  2044 D SGM:PkgDataHelper: getGamePkgData(). com.sokol.MediaPipeTest
02-11 23:35:25.496  1527  2044 D SGM:SemGameManager: isGamePackage(), pkgName=com.sokol.MediaPipeTest, ret=false
02-11 23:35:25.496  1527  2044 I Pageboost: appinfo : com.sokol.MediaPipeTest 0 0 0 0
02-11 23:35:25.502  1527  2044 D SGM:GameManager: identifyGamePackage. com.sokol.MediaPipeTest, mCurrentUserId: 0, callerUserId: 0, callingMethodInfo: com.samsung.android.game.SemGameManager.isGamePackage(SemGameManager.java:109)
02-11 23:35:25.502  1527  2044 D SGM:PkgDataHelper: getGamePkgData(). com.sokol.MediaPipeTest
02-11 23:35:25.502  1527  2044 D SGM:SemGameManager: isGamePackage(), pkgName=com.sokol.MediaPipeTest, ret=false
02-11 23:35:25.502  1527  2044 I Pageboost: Reset this app info : com.sokol.MediaPipeTest 
02-11 23:35:25.503  1527  2044 I Pageboost: db create : CREATE TABLE IF NOT EXISTS comsokolMediaPipeTest (FILENAME TEXT, OFFSET INTEGER, SIZE INTEGER, FORVRAMDISK INTEGER, BITMAP BLOB, unique (FILENAME, OFFSET) );
02-11 23:35:25.504  2060  2162 D BluetoothEventManager: AppPackageChangedHandler: package name = com.sokol.MediaPipeTest
02-11 23:35:25.505  9500 21087 I GOS:SystemEventReactor: addPkgDataFromServer(), A package was added : com.sokol.MediaPipeTest as undefined
02-11 23:35:25.509  1527  2044 I Pageboost: add app to global @ runtime: com.sokol.MediaPipeTest
02-11 23:35:25.510  2060  2236 D PluginActionManager: queryPkg com.sokol.MediaPipeTest com.android.systemui.action.PLUGIN_NOTIFICATION_MENU_ROW
02-11 23:35:25.511  2060  2236 D PluginActionManager: queryPkg com.sokol.MediaPipeTest com.android.systemui.action.PLUGIN_NOTIFICATION_MENU_ROW
02-11 23:35:25.511  2060  2236 D PluginActionManager: queryPkg com.sokol.MediaPipeTest com.android.systemui.action.PLUGIN_NOTIFICATION_MENU_ROW
02-11 23:35:25.511  2060  2060 D FaceWidgetMetadataParser: updatePackage() com.sokol.MediaPipeTest true
02-11 23:35:25.511  2060  2236 D PluginActionManager: queryPkg com.sokol.MediaPipeTest com.android.systemui.action.PLUGIN_NOTIFICATION_MENU_ROW
02-11 23:35:25.512  2060  2060 D FaceWidgetMetadataParser: removePackage() key = com.sokol.MediaPipeTest
02-11 23:35:25.513  1527  1551 W WindowManager: Failed to deliver inset control state change to w=Window{c9a5ec0 u0 com.sokol.MediaPipeTest/com.sokol.app.SokolNativeActivity EXITING}
02-11 23:35:25.514  2060  2236 D PluginActionManager: queryPkg com.sokol.MediaPipeTest com.android.systemui.action.PLUGIN_NOTIFICATION_MENU_ROW
02-11 23:35:25.515  2060  2236 D PluginActionManager: queryPkg com.sokol.MediaPipeTest com.android.systemui.action.PLUGIN_NOTIFICATION_MENU_ROW
02-11 23:35:25.516  2060  2236 D PluginActionManager: queryPkg com.sokol.MediaPipeTest com.android.systemui.action.PLUGIN_VOLUME
02-11 23:35:25.518  2060  2236 D PluginActionManager: queryPkg com.sokol.MediaPipeTest com.android.systemui.action.PLUGIN_QS_FACTORY
02-11 23:35:25.520  2060  2236 D PluginActionManager: queryPkg com.sokol.MediaPipeTest com.android.systemui.action.PLUGIN_NOTIFICATION_ASSISTANT
02-11 23:35:25.523  2060  2236 D PluginActionManager: queryPkg com.sokol.MediaPipeTest com.android.systemui.action.PLUGIN_NOTIFICATION_MENU_ROW
02-11 23:35:25.524  2060  2236 D PluginActionManager: queryPkg com.sokol.MediaPipeTest com.android.systemui.action.PLUGIN_NOTIFICATION_MENU_ROW
02-11 23:35:25.524  2060  2236 D PluginActionManager: queryPkg com.sokol.MediaPipeTest com.android.systemui.action.PLUGIN_NOTIFICATION_MENU_ROW
02-11 23:35:25.524  2060  2236 D PluginActionManager: queryPkg com.sokol.MediaPipeTest com.android.systemui.action.PLUGIN_NOTIFICATION_MENU_ROW
